date,source,title,score
2022-02-28,unknown,The redefinition of masculinity is playing out in the fight between Zelenskyy and Putin,
2022-02-28,cbs-news,War in Ukraine looms large over State of the Union,
2022-02-28,the-hill,Overnight Defense & National Security — Russia expected to escalate war with Ukraine,
2022-02-28,unknown,Overnight Defense & National Security — Russia expected to escalate war with Ukraine,
2022-02-28,unknown,Putin shows the world just how evil he can be,
2022-02-28,unknown,"Readers Write: The budget surplus, Ukraine",
2022-02-28,unknown,“90% of Americans” Plan to Travel Soon Amid War In Europe,
2022-02-28,unknown,"Watch State of the Union live: President Joe Biden to address mental health, climate plans, inflation, Russia’s attack on Ukraine",
2022-02-28,unknown,Economic restrictions are having a devastating effect on Russia — but may have a harder time reaching Russian wealth in US,
2022-02-28,unknown,Thai growth reviewed amid Ukraine war,
2022-02-28,unknown,"Ordinary Ukrainians rush to buy guns: ‘Russia won’t stop, so I must stop them’",
2022-02-28,unknown,Snapchat Joins Tech Giants in Halting Ad Sales in Russia - CNET,
2022-02-28,unknown,These Organizations Accept Donations To Help People in Ukraine,
2022-02-28,unknown,Hollywood star Sean Penn joins Ukraine exodus to Poland on foot,
2022-02-28,unknown,Officials say to remain alert against cyber attacks as Russia invades Ukraine - Eyewitness News 3,
2022-02-28,unknown,"Amid growing cybersecurity concerns, Durham tech company works to get employees out of Ukraine - WRAL News",
2022-02-28,breitbart-news,"Manchin: We Need to Lead by Banning All Imports from Russia, We Need to Produce Energy ‘More Now Than Ever’",
2022-02-28,unknown,Why John Mearsheimer Blames the U.S. for the Crisis in Ukraine,
2022-02-28,unknown,"As many Cubans oppose the war, Ukraine rebukes the island government’s support of Russia",
2022-02-28,unknown,'Dancing With the Stars' pro Maksim Chmerkovskiy now safe in Poland after fleeing Ukraine,
2022-02-28,unknown,Japan stocks set to dip following Wall Street drop as Ukraine crisis continues,
2022-02-28,abc-news-au,Chelsea boss Tuchel loses temper at journalists asking about Ukraine,
2022-02-28,unknown,Osmia in Hiding: Messages from a Second Life Creator in Ukraine During Russia's Invasion,
2022-02-28,unknown,Apple halts sale of its products in Russia amid Ukraine invasion,
2022-02-28,unknown,Trump rages at 'RINO warmongers' who criticized his gushing praise of 'genius' Putin invasion,
2022-02-28,unknown,Why Russia seems to be pivoting its Ukraine strategy — toward killing more civilians,
2022-03-01,unknown,"US delivered hundreds of Stinger anti-aircraft missiles to Ukraine this week, sources say",
2022-03-01,unknown,"Foes over Ukraine, Russia, Western unity tested in Iran talks",
2022-03-01,unknown,NZ Govt-backed investment funds to exclude some Russian investments,
2022-03-01,fox-news,Senators in both parties urge Biden admin to grant deportation protections for Ukrainian nationals in US,
2022-03-01,unknown,Putin's misadventure and the West's energy dilemmas,
2022-03-01,unknown,Ukraine vs. Russia: Here's how Zelenskyy and his country win,
2022-03-01,fox-news,Russian NHL players mostly staying silent about Ukraine war,
2022-03-01,unknown,"Of All the Sanctions Against Putin, Losing His Taekwondo Blackbelt May Embarrass Him Most",
2022-03-01,unknown,Russian forces advance as fighting intensifies in Ukraine,
2022-03-01,unknown,"JLF 2022 from March 5, to have discussions on Ukraine-Russia conflict, Rajasthani heritage",
2022-03-01,unknown,: MSCI says Russian markets are ‘uninvestable’; indexes reclassified from ’emerging’ to ‘standalone’,
2022-03-01,time,Why Russia Hasn’t Launched Major Cyber Attacks Since the Invasion of Ukraine,
2022-03-01,unknown,ICC prosecutor to probe potential war crimes in Ukraine,
2022-03-01,abc-news,Ukraine's nuclear plants face 'unprecedented' risk during invasion,
2022-03-01,unknown,Ukrainian civilians — inspired by ‘The Matrix’ — hunt Russian ‘saboteurs’ in Kyiv,
2022-03-01,cbc-news,Russian director resigns from Buhler Industries after statements supporting invasion of Ukraine,
2022-03-01,bloomberg,This Is What Sanctions Can Do to the Russian Economy (Podcast),
2022-03-01,unknown,Michael Bublé Stands With The People Of Ukraine,
2022-03-01,unknown,Fighting around Ukraine's nuclear plants raises global concerns,
2022-03-01,cbc-news,CHL cancels Canada-Russia Series as sports leagues continue to stand with Ukraine,
2022-03-01,unknown,Federal officials raise concerns about Russian cyber attack following sanctions - North Country Public Radio,
2022-03-01,unknown,Arizona Rep. Paul Gosar votes down House resolution supporting Ukraine,
2022-03-01,unknown,War in Ukraine: 'It's not clear whether there is an endgame',
2022-03-01,unknown,EA removes Russian international and club teams from FIFA and NHL titles,
2022-03-01,unknown,"Wealthsimple Waives Fees on Bitcoin, Ethereum Donations to Ukraine",
2022-03-01,unknown,"Spilling into streets and city squares, Russian citizens protest the war in Ukraine",
2022-03-01,unknown,"As Russia Gains Ground, Ukraine is Winning the Information War",
2022-03-01,unknown,"Texas-based company, that builds bunkers, claims sales have spiked '1000%' for units ranging from $40,000 to $8.5M after Russia invaded Ukraine [Interesting]",
2022-03-01,unknown,EU bans 70% of Belarus exports to bloc with new sanctions over Ukraine invasion,
2022-03-01,unknown,Ukraine invasion: Live updates - Russian attacks continue; probe into possible war crimes opens,
2022-03-01,the-hill,Democrats press Treasury over concerns Russia could use cryptocurrency to evade sanctions,
2022-03-01,abc-news,'Very hectic': US troops rush to Europe amid war in Ukraine,
2022-03-01,unknown,Putin’s war to bring Ukraine to heel unites Eastern Europe in alarm,
2022-03-01,unknown,Ukraine’s second city heavily bombed as U.N. assembly denounces Russia,
2022-03-01,unknown,Russian Oligarch Roman Abramovich Wants You to Know He’s Hurting Too,
2022-03-01,cbs-news,Russia ramps up assault on key Ukrainian cities,
2022-03-01,unknown,"A cyberattack on Russian satellites is an act of war, the invasion of Ukraine no",
2022-03-01,abc-news,"AP PHOTOS: Day 7, Ukrainians feeling weight of war",
2022-03-01,unknown,Ukrainian sites saw a 10x increase in attacks when invasion started,
2022-03-01,unknown,"IMF, W’Bank to approve $5.2bn lifeline for Ukraine",
2022-03-01,unknown,Live updates: Ukraine says Kherson battle still being waged,
2022-03-01,unknown,Oil Takes Breather Near $111 as Russia Invasion Upends Markets,
2022-03-01,unknown,Ukrainian camera operator Yevhenii Sakun killed in Russian shelling of Kyiv TV tower (Erik Crouch/Committee to Protect ...),
2022-03-01,unknown,Ukraine War: Prosecutor to investigate potential war crimes,
2022-03-01,unknown,"Readers Write: The State of the Union address, Ukraine, gun regulation",
2022-03-01,associated-press,"AP PHOTOS: Day 7, Ukrainians feeling weight of war",
2022-03-01,unknown,"AP PHOTOS: Day 7, Ukrainians feeling weight of war",
2022-03-01,unknown,"Politics latest news: UK has only approved a ‘few hundred’ visas for Ukrainian refugees, minister suggests",
2022-03-01,unknown,Ukraine's most vulnerable among those fleeing Russia's war,
2022-03-01,cbc-news,"Intelligence agencies feared China would use Ukraine war to move against Taiwan, MPs told",
2022-03-01,unknown,Over 800 Rajasthanis still stuck in Ukraine: Rajasthan Minister,
2022-03-01,unknown,Coal Benchmark Jumps 46% as Ukraine War Stokes Supply Fears,
2022-03-01,associated-press,'Very hectic': US troops rush to Europe amid war in Ukraine,
2022-03-01,unknown,'Very hectic': US troops rush to Europe amid war in Ukraine,
2022-03-01,unknown,U.S. Launches Task Force Targeting Russian Oligarchs,
2022-03-01,unknown,Re: Starlink terminals deployed in Ukraine,
2022-03-01,unknown,Ukraine crisis: What sanctions could West still impose on Russia?,
2022-03-01,bbc-news,Ukraine crisis: What sanctions could West still impose on Russia?,
2022-03-01,unknown,Need help with the Russia - Ukraine conflict,
2022-03-01,unknown,Seaborne Russian gas supplies to Europe disrupted by looming port bans,
2022-03-01,unknown,Three Republicans Voted Against A Resolution Supporting Ukraine,
2022-03-01,unknown,"Ukraine war: Russian ex-pat horrified by President's war actions, doesn't know anyone who supports the war",
2022-03-01,unknown,Associated Press: Russia’s claim to have taken control of its first city in Ukraine is met by Ukrainian rebuttal,
2022-03-01,newsweek,Carlson Makes Russian State TV Again for Guest Comments Against Ukraine,
2022-03-01,unknown,'Fortress' Russia put to the test,
2022-03-02,bloomberg,Goldman (GS) and JPMorgan (JPM) Purchases Russia's Cheap Corporate Debt - Bloomberg,
2022-03-02,unknown,"US hits Putin allies, press secretary with new sanctions",
2022-03-02,unknown,Factbox-European and U.S. companies mobilise to help Ukrainians fleeing war,
2022-03-02,unknown,Quad leaders agree Ukraine experience should not be allowed in Indo-Pacific,
2022-03-02,unknown,[Comment] Offline: Ukraine and the lessons of Alexander Herzen,
2022-03-02,unknown,[World Report] Humanitarian work in Ukraine disrupted,
2022-03-02,the-hill,Overnight Defense & National Security — White House seeks $10 billion for Ukraine,
2022-03-02,unknown,"Two athletes, including American hooper Mo Creek, escaped from Ukraine",
2022-03-02,cbs-news,1 million refugees have fled Ukraine,
2022-03-02,cbs-news,Russia steps up bombardment on Ukrainian civilians,
2022-03-02,unknown,Russian forces stall in push toward Kyiv as intense shelling continues across Ukraine,
2022-03-02,unknown,Russian forces bombard targets across Ukraine as official warns 'worst is yet to come',
2022-03-02,fox-news,Ukrainian professor and tech CEO now battling Russian cyberattacks from fallout shelter,
2022-03-02,unknown,Ukrainian professor and tech CEO now battling Russian cyberattacks from fallout shelter,
2022-03-02,unknown,"The end of Russia's war, or the end of Russia?",
2022-03-02,new-york-magazine,Ex–Fox News Producer Indicted for Working With Russian Oligarch,
2022-03-02,unknown,Ukrainian refugees offered temporary protected status in US,
2022-03-02,unknown,Custom Exploro RaceMax Ukraine edition gravel bike in support of the Ukrainian people,
2022-03-02,unknown,The world’s weak leadership isn’t up to the Ukraine crisis,
2022-03-02,unknown,U.S. takes aim at Russian oligarchs in fresh sanctions - Reuters,
2022-03-02,fox-news,Kherson resident has a message for Putin after Russian forces take over her hometown,
2022-03-02,unknown,Biden Administration Wants $10 Billion for Ukraine Aid,
2022-03-02,unknown,Canada is right to extend its hand to Ukrainians fleeing Putin’s war,
2022-03-02,unknown,Oil Extends Wild Week’s Gain as Ukraine Invasion Rattles Markets,
2022-03-02,unknown,Ukraine Holding Indian Students Hostage In Kharkiv To Use Them As Human Shields,
2022-03-02,unknown,CD Projekt Group Halts Sales of Cyberpunk 2077 and The Witcher in Russia,
2022-03-02,the-washington-post,U.S. grants temporary protected status to tens of thousands of Ukrainian immigrants already in the United States,
2022-03-02,fox-news,Rep. Liz Cheney (R-WY): We Should Not Continue To Import Russian Oil,
2022-03-02,unknown,Merrimack Valley leaders call for unity at home as 'heartbreaking attack' unfolds in Ukraine,
2022-03-02,unknown,Biden offers humanitarian relief to Ukrainians in the US,
2022-03-02,unknown,Russia-Backed RT America Shutters After ‘Unforeseen Business Interruption Events’,
2022-03-02,unknown,Ukraine crisis: Truth & Delusion,
2022-03-02,unknown,War in Ukraine: Will it bring Sweden and Finland closer to joining NATO?,
2022-03-02,unknown,First Mover Asia: China to Widen Test of Digital Yuan as Russia Invasion Spotlights Crypto’s Potential Role; Cryptos Decline,
2022-03-02,unknown,"Quad leaders agree Ukraine experience should not be allowed in Indo-Pacific: Japan, Australia",
2022-03-02,unknown,Russian state-owned media lays off most employees and shuts down operations in the US,
2022-03-02,unknown,Ukraine and Russia agree on safe corridors for evacuations,
2022-03-02,unknown,Russian-Owned Auction House Phillips to Donate $7.7 Billion to Ukraine Red Cross,
2022-03-02,unknown,Russian-Owned Auction House Phillips to Donate $7.7 Million to Ukraine Red Cross,
2022-03-02,unknown,Sen. King warns of Russian cyberattacks against U.S.,
2022-03-02,unknown,Volodymyr Zelensky's improbable rise from comedian to wartime leader of a defiant nation,
2022-03-02,unknown,An appeal to the Ruby community from a Rubyist in Kharkiv,
2022-03-02,unknown,Putin vows to continue war as Russian missiles lay waste to Ukraine's cities (Financial Times),
2022-03-02,unknown,Associated Press: Ukrainians living in U.S. given temporary legal status,
2022-03-02,unknown,Global resolve is key as Russia advances,
2022-03-02,unknown,African students fleeing Ukraine report racial discrimination at borders,
2022-03-02,unknown,Oregon treasurer to 'dispose of assets' from Russian companies,
2022-03-02,unknown,Why has the reaction to Putin’s Ukraine invasion been so strong? Part one: the lead-up,
2022-03-02,associated-press,Gov. Baker signs order to sever economic ties with Russia,
2022-03-02,unknown,Maksim Chmerkovskiy Arrives In US Following Harrowing Journey From Ukraine,
2022-03-02,the-washington-post,"In Europe, Blinken seeks to telegraph Western unity to Putin",
2022-03-02,unknown,"Russia-Ukraine Crisis Heightens US-EU Growth Risks, Commodity Price Shocks - Moodys",
2022-03-02,unknown,Japan stocks set for opening declines as investors continue watching Russia-Ukraine situation,
2022-03-02,marca,"CCM Hockey to drop Alex Ovechkin, other Russian NHL stars from marketing campaigns",
2022-03-02,newsweek,Katy Perry Has Strong Words for Putin in Viral Video Seen 659K Times,
2022-03-02,unknown,"Rosie DiManno: In the south of Ukraine, the city of Kherson has fallen … and the worst is yet to come",
2022-03-02,unknown,Why Iran Sides with Russia As Putin Invades Ukraine,
2022-03-02,unknown,Blue and yellow lights shine on the Lesner Bridge in Virginia Beach to support Ukraine,
